#		1
100000	0.125754
200000	0.431863
300000	0.944301
400000	1.958633
500000	2.742441
600000	4.049676
700000	7.277383
800000	10.672861
900000	9.909957
1000000	18.857714
1100000	24.348356
1200000	30.165040
1300000	25.380570
1400000	41.525289
1500000	48.837113
1600000	51.440010
1700000	65.511511
1800000	60.191059
1900000	81.698281
