#		1
100000	0.143946
200000	0.634248
300000	1.594421
400000	2.335600
500000	2.929732
600000	4.350133
700000	8.083784
800000	12.131236
900000	10.359241
1000000	19.906623
1100000	25.409170
1200000	31.073132
1300000	27.278880
1400000	42.743990
1500000	50.408010
1600000	58.380535
1700000	66.674992
1800000	62.359389
1900000	81.021698
2000000	94.158274
